"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene"
-2.14924960473249,8.54607637315297,-8.45798014354558,1.78531202999687e-14,3.6678707675424e-13,22.1093449595771,"212980_at"
1.48287440997483,6.88362027866805,8.45149362923982,1.85479377613719e-14,3.80538459345948e-13,22.0716251805508,"225712_at"
-1.72686786528091,7.78207250509886,-8.44824192667497,1.89062893905135e-14,3.87358488802071e-13,22.0527202198391,"215786_at"
1.9045745313266,7.40755847242456,8.44522396136514,1.92450299488598e-14,3.93758585364615e-13,22.0351765935849,"201633_s_at"
-2.82131835745334,8.76307026618106,-8.44063613279576,1.97715520446256e-14,4.03977977207289e-13,22.0085117152681,"236114_at"
-4.61218445823773,7.56725344403746,-8.43484517803397,2.04566169618576e-14,4.17404413855607e-13,21.9748618586239,"227232_at"
-1.80784357786711,7.99471993673257,-8.43271723126363,2.07142294242434e-14,4.220842164809e-13,21.9624990298179,"243992_at"
1.36671449001536,8.5361832012487,8.43058287402872,2.0975853511132e-14,4.26832899240146e-13,21.9501001265317,"228970_at"
-1.81770304428539,7.17933404120708,-8.42894725641452,2.11785615834898e-14,4.30371422872113e-13,21.94059929303,"241391_at"
-2.54532897980194,6.80494566181061,-8.42708490161425,2.14117391432761e-14,4.34518662831484e-13,21.929782246268,"219315_s_at"
-1.59865029983332,8.69539731883455,-8.41924702960671,2.24213492176955e-14,4.54389785502713e-13,21.8842676162423,"235912_at"
-1.71030341984508,10.5870075579605,-8.41699114204335,2.27205964942768e-14,4.59830391922111e-13,21.8711705833668,"217983_s_at"
-3.60301036737262,7.46228611529657,-8.41381830648022,2.31482006633619e-14,4.67850507588597e-13,21.8527522398916,"225191_at"
-3.65812473856914,10.5317546884495,-8.40886356009162,2.38319883627039e-14,4.81019700250467e-13,21.8239950941201,"1555724_s_at"
2.01662863408177,7.01332184162331,8.38750070079862,2.70172928442763e-14,5.44575284645224e-13,21.7000788981549,"218647_s_at"
-2.73774951851489,8.41368790301769,-8.38548371034225,2.73390370046979e-14,5.49801084640872e-13,21.6883853974665,"222357_at"
-1.52364651393927,8.36893042788762,-8.38541431311836,2.73501744702844e-14,5.49801084640872e-13,21.6879830860162,"236953_s_at"
1.20476316251593,6.52761361852237,8.38503328501886,2.74114054598639e-14,5.5029133326415e-13,21.6857742020978,"204632_at"
-3.11275414226885,9.9536967082206,-8.37316828199902,2.93877384908657e-14,5.891748484558e-13,21.6170097889712,"201425_at"
2.09378220747132,7.51164111633715,8.36665520841038,3.05320917968661e-14,6.11296679729212e-13,21.5792785270151,"223195_s_at"
-1.57406227045135,8.39376786722164,-8.36308373355867,3.11782709534924e-14,6.23398467150417e-13,21.5585931428286,"229422_at"
-3.60262502003464,8.3885982578564,-8.3607126967161,3.16147372151664e-14,6.3128036770819e-13,21.5448623486084,"203645_s_at"
1.46182608406053,7.17435728574402,8.3593233318701,3.18733077763159e-14,6.35593758273771e-13,21.5368171546189,"214794_at"
-1.42560413942543,7.53137323558793,-8.34985703991575,3.36918096100665e-14,6.7096115778127e-13,21.4820156217828,"236742_at"
-1.9221490379449,9.14692041977107,-8.34058470956038,3.55728215550808e-14,7.07477580221952e-13,21.4283599270857,"229765_at"
-1.08283209801614,8.71728902372529,-8.33880144226718,3.59463551904205e-14,7.13955799367182e-13,21.4180434028163,"222104_x_at"
2.07168424469719,9.30195735067638,8.33230156206002,3.73411163930382e-14,7.40673193155934e-13,21.3804475674303,"212295_s_at"
-1.04483709131614,7.4043620591051,-8.33175889262731,3.74599650023508e-14,7.42045142274684e-13,21.377309231297,"222375_at"
-1.35777274821061,8.04968422809573,-8.32628580876171,3.86798004971471e-14,7.65194040033627e-13,21.3456619749579,"212001_at"
-1.95339276697062,8.87489263225806,-8.32516209560415,3.89350893076955e-14,7.69225521031402e-13,21.3391652658677,"217591_at"
1.21954754472661,7.17894333028096,8.32296989026824,3.94379452557731e-14,7.78130977992375e-13,21.3264920752044,"223337_at"
1.87472565248227,7.0691560516129,8.32029704984841,4.00597796701066e-14,7.89357347167166e-13,21.3110420569582,"223221_at"
1.60242774781841,6.5086921685744,8.31954214315441,4.02371639743848e-14,7.9180801201767e-13,21.3066787591638,"222894_x_at"
2.01483449919927,6.40938758459938,8.31807272861885,4.05846785689651e-14,7.97595735665872e-13,21.2981861022325,"200690_at"
-1.50131726228062,7.58505685057232,-8.31736677775438,4.07526928242681e-14,7.99845229991154e-13,21.294106180071,"1557804_at"
-2.11967618848253,8.99661340832466,-8.31614876303742,4.10442015176261e-14,8.04509440770688e-13,21.2870671858399,"236545_at"
-2.64593719900644,9.86759723080125,-8.30461242171823,4.39099045880887e-14,8.59552208293176e-13,21.2204175452517,"205383_s_at"
1.35191504069026,7.06795440998959,8.29753171920689,4.57662486955854e-14,8.94718181305318e-13,21.1795274415129,"228544_s_at"
-2.67682561015786,10.6046925550468,-8.29710596509483,4.58803185203408e-14,8.95775735189294e-13,21.1770691986538,"227384_s_at"
-1.88494373709841,8.19232182351717,-8.29224329505943,4.72033330865217e-14,9.20403372036931e-13,21.1489963063524,"241751_at"
-2.58251318825375,8.84412884037461,-8.28946448818443,4.7976308724984e-14,9.34255732876612e-13,21.1329567177008,"218723_s_at"
-1.65572977821355,7.13950065078044,-8.2832243041625,4.97582122314774e-14,9.67693564960087e-13,21.0969452659581,"232551_at"
1.1014838154721,7.29368763975026,8.28266881996536,4.99199805704835e-14,9.68681124286695e-13,21.0937401347561,"206689_x_at"
2.49439524374939,7.90830437273673,8.28260464632625,4.99387028455246e-14,9.68681124286695e-13,21.0933698596947,"216607_s_at"
-1.69567129764356,10.5825126320499,-8.27626677681494,5.18224852676255e-14,1.00391782095623e-12,21.0568065205399,"222999_s_at"
-1.37677077066379,7.08982677939646,-8.27294631856197,5.283739413101e-14,1.02225300355021e-12,21.0376550539997,"242695_at"
-1.60658296192437,7.38122767596254,-8.26215330671736,5.62745410823994e-14,1.08734352601128e-12,20.9754246973727,"1565689_at"
-2.51152089943459,9.16294270759625,-8.26028471474021,5.6891750211895e-14,1.09784907127243e-12,20.9646539877344,"230180_at"
-1.29669852887538,9.59560392903226,-8.25187726197593,5.97529506394749e-14,1.15157428484025e-12,20.9162045598765,"203624_at"
-2.01307693898095,7.28201043204995,-8.24920852773828,6.06906839277742e-14,1.16813924632118e-12,20.9008295464447,"242859_at"
-2.4589500295127,7.7967320591051,-8.24791543137486,6.11502868349879e-14,1.17547063599405e-12,20.893380508064,"219777_at"
1.78323062564957,9.23233432486993,8.24747163481016,6.13088194217881e-14,1.17700324792266e-12,20.8908240696392,"200924_s_at"
-1.42387301967513,7.88678810176899,-8.24610532586389,6.17994561922694e-14,1.18489945787899e-12,20.8829539446686,"242362_at"
2.10112965957447,6.85964392258064,8.2406903871454,6.37825596610618e-14,1.22135424499695e-12,20.851768193959,"210802_s_at"
1.02872520470961,7.06575545202914,8.23547714230915,6.57514234191474e-14,1.25744335491471e-12,20.8217516419038,"214258_x_at"
1.16009456471223,7.269593310718,8.23477517918077,6.60210969315345e-14,1.26098606620128e-12,20.8177104852484,"220367_s_at"
-1.06800163908226,11.5081890901145,-8.23048949811996,6.76914979588031e-14,1.29123909771735e-12,20.7930410343808,"229447_x_at"
-2.20574672487499,9.36696816815817,-8.22148805821035,7.13376934271202e-14,1.35905585335136e-12,20.7412429724666,"219371_s_at"
-1.74774067039252,8.32224708449532,-8.22065949715792,7.16829547338674e-14,1.36389377312744e-12,20.7364762082259,"38671_at"
2.75343079216917,7.95848813652445,8.21989154313413,7.20044414586429e-14,1.36826760512251e-12,20.7320582894136,"224663_s_at"
-2.29459622587182,8.73658523496358,-8.21336365645685,7.47956022535376e-14,1.41950078177743e-12,20.6945109677507,"241435_at"
-1.67320407745857,7.40491498106139,-8.21028875085,7.614729214788e-14,1.44331974050855e-12,20.6768287076302,"238812_at"
-1.35245114004641,10.3580852905307,-8.20077533467519,8.04846599717064e-14,1.52359807520584e-12,20.6221383716278,"212176_at"
1.60356848344609,6.79160477127992,8.19217646493907,8.46155166801736e-14,1.59976880650009e-12,20.5727271967898,"208351_s_at"
-1.92309057203321,9.72508450884495,-8.1882211460432,8.65856095624183e-14,1.63494647841249e-12,20.5500059034511,"222444_at"
2.32584070706278,7.16777418168574,8.18315186212983,8.91772247471449e-14,1.68175634952444e-12,20.5208918369757,"1557455_s_at"
3.01673056534954,9.47583223225806,8.17865645026514,9.1539753456731e-14,1.72413336397192e-12,20.4950796635859,"203324_s_at"
1.5204203382848,6.65891868074922,8.1666181351542,9.81766044807781e-14,1.8468082676636e-12,20.4259848518128,"207088_s_at"
1.69324955250515,7.64168479417274,8.1611200282607,1.01364487571751e-13,1.90437734134802e-12,20.3944416053807,"216652_s_at"
2.30972195506095,6.86127204640999,8.1592058157926,1.02498305413107e-13,1.92325966036453e-12,20.3834615553809,"217445_s_at"
1.30990804650783,7.8838808830385,8.15409796669853,1.05585714678957e-13,1.97710857651909e-12,20.3541676518715,"223368_s_at"
-2.56262180854332,8.1529445760666,-8.15402109587175,1.0563287654407e-13,1.97710857651909e-12,20.3537268480797,"204057_at"
-3.08617787376213,11.0422384137357,-8.15290187849875,1.06321911768975e-13,1.98751448583405e-12,20.3473090593302,"210139_s_at"
-1.56220431135405,10.4290012790843,-8.14554596255671,1.10962787818906e-13,2.06908888746964e-12,20.3051377605985,"207186_s_at"
-2.81065492610387,9.82487167471384,-8.12460183424157,1.2530608972933e-13,2.33363061869984e-12,20.1851496169566,"227663_at"
-3.02527888639409,8.36715823121748,-8.12404112128271,1.25714358643917e-13,2.33831838194962e-12,20.1819390286234,"213620_s_at"
1.44461048642024,6.62145207825182,8.11905519289868,1.29403258683424e-13,2.40393914390003e-12,20.1533940298012,"213937_s_at"
-2.03089939397653,8.04440173673257,-8.1166227149231,1.3124172781213e-13,2.43506390882232e-12,20.1394703979964,"236524_at"
1.14659197452365,6.72561648262227,8.11539781410433,1.32177293444173e-13,2.44937972069748e-12,20.1324596417554,"205218_at"
-1.22474300460829,7.83091772861602,-8.10830979510233,1.37722394330993e-13,2.54897358330572e-12,20.0918995875801,"1558822_at"
-3.21679495447266,9.57569928116545,-8.1059841080834,1.39591628752063e-13,2.58037198891189e-12,20.0785943530152,"230653_at"
-3.10036549978756,8.50267279105099,-8.10484206427425,1.40518719280343e-13,2.59429862938344e-12,20.0720612987644,"204114_at"
-1.37379680932771,8.6994433371488,-8.10265832755621,1.42308473718629e-13,2.62318335560375e-12,20.0595702894589,"236019_at"
1.73696720345132,7.95864542414152,8.10250558628628,1.42434500628993e-13,2.62318335560375e-12,20.0586966581748,"228543_at"
-1.09938802294342,8.49897741810614,-8.10058445018652,1.44029115439515e-13,2.64715997916341e-12,20.0477089456216,"219678_x_at"
-2.84811673399353,7.92790327783559,-8.10051048918568,1.44090858533734e-13,2.64715997916341e-12,20.047285955558,"1554899_s_at"
-1.87022689717946,10.7639035138398,-8.09972474928404,1.44748422124515e-13,2.65597350473189e-12,20.042792330734,"226675_s_at"
2.73246931079844,7.73484225598335,8.08920457646544,1.53844528304143e-13,2.81941334325237e-12,19.9826448707232,"225065_x_at"
-1.73506559064614,10.6342836432882,-8.08173141888956,1.60648298385675e-13,2.94049385378486e-12,19.939937641251,"225290_at"
2.14774883975553,8.50640294484912,8.08096634365068,1.61361463507932e-13,2.9499324589406e-12,19.9355663381405,"203725_at"
1.44605903827173,7.89723588407908,8.07807052891118,1.64089346930511e-13,2.99613506815906e-12,19.9190224613855,"210104_at"
-2.08792820613132,8.5567858842872,-8.07782729465047,1.64320547205832e-13,2.99669315392711e-12,19.9176329672526,"1553693_s_at"
1.46531285488773,10.5839350066597,8.07363568094813,1.68355919828043e-13,3.0665414860386e-12,19.8936907494601,"214214_s_at"
-1.02907215545642,11.8914262994797,-8.07213611988849,1.69823328710468e-13,3.08950211646717e-12,19.8851265938392,"213612_x_at"
-1.5827937558911,8.98072248116545,-8.07110452582312,1.7084016187195e-13,3.1042197782475e-12,19.8792354271812,"228927_at"
1.74109242878387,7.95643360395421,8.06721861986577,1.74724969643298e-13,3.17095036037946e-12,19.8570467981222,"218399_s_at"
1.51496990365068,7.56188805078044,8.06312280795524,1.78914479873539e-13,3.24304207693105e-12,19.8336643506026,"213149_at"
2.5758496669935,8.93248960707596,8.06138210121554,1.80725034414672e-13,3.27188983517277e-12,19.8237283642695,"205047_s_at"
-3.54520680635356,8.82244539895942,-8.05420797623826,1.88380772940408e-13,3.40636225743090e-12,19.782787641989,"209823_x_at"
1.36063723838938,7.4343508024974,8.052025329553,1.90773126330582e-13,3.44545032028243e-12,19.7703348669463,"213504_at"
1.26063556067588,7.41516796462019,8.04673848444352,1.96693530104955e-13,3.54808522421209e-12,19.7401773049544,"205061_s_at"
-3.81487291028532,7.11679655525494,-8.04517129534683,1.98483280662976e-13,3.5760510011848e-12,19.7312392146315,"202709_at"
1.5368960364088,6.78953983600416,8.04425807527526,1.9953362731067e-13,3.59064368374959e-12,19.7260312125951,"219467_at"
-1.93792686469262,8.0847979359001,-8.04256729309289,2.01492863186024e-13,3.61829448764329e-12,19.7163894967729,"236153_at"
1.30449551799196,6.97165021082206,8.0425141940827,2.01554700972095e-13,3.61829448764329e-12,19.716086712272,"209565_at"
-3.18234922064254,8.12802014817898,-8.03709880298288,2.0796117516123e-13,3.72882126315503e-12,19.6852110701354,"213001_at"
-2.1376078740236,9.90855902226847,-8.03268174898583,2.13335802277188e-13,3.81688180039736e-12,19.6600337799873,"1556007_s_at"
1.51744421397523,6.55147624037461,8.03246671375932,2.13600942312145e-13,3.81688180039736e-12,19.6588082214786,"228164_at"
-1.85921192545021,7.23745629531738,-8.02990991414053,2.16778647206947e-13,3.86417241228736e-12,19.6442371970907,"239557_at"
-1.04295045339412,11.7826208709677,-8.02989009605347,2.16803460196626e-13,3.86417241228736e-12,19.6441242626895,"201103_x_at"
-1.77400695055071,7.88507035962539,-8.02698376021955,2.20472960221204e-13,3.92489169709643e-12,19.6275636077079,"229033_s_at"
-1.94517156874857,8.72827855608741,-8.02516033392859,2.22806565119774e-13,3.96171292455827e-12,19.6171747724039,"242968_at"
-1.41243952292708,10.5917171558793,-8.02186320538802,2.27088554213876e-13,4.03304951930851e-12,19.5983921156179,"201395_at"
-3.13840234761578,10.2004331217482,-8.01406987786541,2.37536891515192e-13,4.21359977633124e-12,19.5540088426963,"1555812_a_at"
-1.30197444370363,8.57648293173777,-8.01257614605198,2.39593270469597e-13,4.24503569126205e-12,19.545504037001,"242877_at"
-3.31916596038827,8.97372700728408,-8.00149631684888,2.55407733312842e-13,4.51986955540357e-12,19.4824398468975,"226311_at"
1.45805830839625,8.71473099042664,7.99577613937974,2.63972995933702e-13,4.66591794942695e-12,19.4498959861854,"201323_at"
-1.66839225267183,9.74640748699272,-7.99354253450966,2.67394328204348e-13,4.7208057754848e-12,19.4371909571358,"224686_x_at"
1.80036341105337,6.46909124266389,7.99093934180639,2.7143729108775e-13,4.7865258319795e-12,19.4223855390277,"1557984_s_at"
-3.45832674245841,10.0187581242456,-7.98903429135815,2.74434334699508e-13,4.83366889513191e-12,19.4115520194467,"215946_x_at"
-1.98488734902115,7.49671669906348,-7.98286210577338,2.84371634255553e-13,5.00279708980088e-12,19.3764598598559,"239561_at"
-3.36859985537798,8.99360845369407,-7.98195491106196,2.85861992939881e-13,5.02309967829419e-12,19.3713029335352,"203868_s_at"
-1.42561203495441,11.1594533419355,-7.98134891570651,2.86861846453436e-13,5.03474563881143e-12,19.3678583045933,"217456_x_at"
-1.45999437866458,7.10036794630593,-7.97882901629498,2.91056838124889e-13,5.10237668337247e-12,19.353535743924,"215577_at"
1.62890749132268,6.67575255858481,7.97755738895116,2.93196807284235e-13,5.13386578381869e-12,19.3463088111444,"212891_s_at"
1.29563497411511,7.19669018022893,7.97277859583823,3.01379221928483e-13,5.27096025611689e-12,19.3191542240078,"231973_s_at"
1.16011417313789,8.74008413236212,7.96946874914782,3.0717875613683e-13,5.36610748732128e-12,19.3003506564107,"223448_x_at"
2.02619685315554,7.9279549962539,7.96855867871156,3.08792689706363e-13,5.38799954842785e-12,19.295181031646,"209608_s_at"
1.73959416215642,6.6042678842872,7.96464097432035,3.15836942759961e-13,5.50448142014326e-12,19.2729294803355,"217968_at"
-1.77893334794261,12.9414911791883,-7.96431885115386,3.16423176874856e-13,5.50827106037628e-12,19.271100108794,"215001_s_at"
1.26938641642972,6.87627207325702,7.95809318331125,3.27967584582346e-13,5.70258887464716e-12,19.2357500089447,"224319_s_at"
1.30818149766317,7.86792825972945,7.94414448897206,3.55370781306625e-13,6.16471311219018e-12,19.1565900091551,"230370_x_at"
-2.17157991747557,9.38431852861602,-7.93474579107119,3.75103107593646e-13,6.491935127484e-12,19.1032847718344,"203509_at"
-2.4909333175965,9.6993826239334,-7.92869580524175,3.88375551188935e-13,6.71386253768279e-12,19.0689861066003,"212067_s_at"
-1.73785654077197,10.9999164430801,-7.92749188060054,3.91071729234525e-13,6.75265589346459e-12,19.0621621259314,"235964_x_at"
1.19060233902016,6.56820764183143,7.92346132644892,4.00233863617213e-13,6.90287873785992e-12,19.039319697408,"226081_at"
-1.79341895349217,7.81442712174818,-7.91887859120088,4.10909908547734e-13,7.07883551795728e-12,19.0133538898704,"1565886_at"
1.77384808837468,8.98117555463059,7.91238249354545,4.26528670969917e-13,7.33943805254226e-12,18.9765579272861,"204905_s_at"
-1.44730897839657,9.52309611675338,-7.91160168035061,4.28445179994582e-13,7.3613576955903e-12,18.9721360201412,"211454_x_at"
-2.33759431244893,9.48711844828304,-7.9114622770332,4.28788242847051e-13,7.3613576955903e-12,18.9713465698187,"235094_at"
-3.16036083738602,12.2648318516129,-7.90739835075397,4.38909864323919e-13,7.52647271359593e-12,18.9483348932381,"201131_s_at"
-1.13593964965519,10.0844170799168,-7.90489776023795,4.4525515570236e-13,7.62652638253492e-12,18.9341779976912,"221718_s_at"
-5.42613416700984,11.1376873067638,-7.89815657049908,4.62817574601084e-13,7.91826265090698e-12,18.8960228243144,"215176_x_at"
1.73002149249926,7.75333708470343,7.89665952219977,4.66809960803583e-13,7.97333954787338e-12,18.8875514127454,"223989_s_at"
-2.69002869715985,9.55405235400624,-7.89654959795439,4.67104452623809e-13,7.97333954787338e-12,18.8869294067947,"204446_s_at"
-2.6748583134621,7.94295133215401,-7.89338938057241,4.75650006303946e-13,8.10994120337413e-12,18.869048914366,"203923_s_at"
-1.39690104902442,7.30135239667014,-7.89147021890522,4.80915051200234e-13,8.19036169296088e-12,18.8581918054865,"222018_at"
1.69773317240252,6.4724651648283,7.89080725297405,4.82747227965648e-13,8.21220113541562e-12,18.8544415282015,"202787_s_at"
-1.33439739052848,7.33184914235172,-7.8891777483802,4.87279988706959e-13,8.2798793075394e-12,18.8452242924291,"233440_at"
-2.22642674513841,7.93890307138397,-7.88403563987611,5.01862081898972e-13,8.51529017811275e-12,18.816143493161,"212841_s_at"
2.49221212983299,6.97605136899063,7.88389240078297,5.02274413960722e-13,8.51529017811275e-12,18.8153335320562,"203032_s_at"
2.00548989034873,6.47836383246618,7.8832287740427,5.04189133923202e-13,8.53805998217341e-12,18.8115810646354,"219081_at"
-2.69081524888061,8.30410597294485,-7.87584313845891,5.25992896238295e-13,8.89720260273519e-12,18.7698282667772,"223922_x_at"
-1.7427727179462,10.0766268549428,-7.86763992291216,5.51306951640247e-13,9.31484234128815e-12,18.7234732435175,"219117_s_at"
1.05473883681407,6.86915101664932,7.86261847509114,5.67394377689481e-13,9.57582194934473e-12,18.6951081468722,"223428_s_at"
-2.11405875572769,7.37474185889698,-7.86006498512832,5.75752663637256e-13,9.70591623486011e-12,18.6806870213701,"219243_at"
1.30499189829068,8.72278654505723,7.85901427103078,5.79227273654126e-13,9.75348202852088e-12,18.6747535815182,"219220_x_at"
-5.90353235725725,10.6362681581686,-7.85863826707959,5.80475724433222e-13,9.76349709474618e-12,18.6726303499755,"37892_at"
1.7549620988659,6.81504299854318,7.85566939610103,5.90427412863809e-13,9.90856611071219e-12,18.6558671737096,"224947_at"
1.45464707848809,6.68362182122789,7.85437159348599,5.94830595052561e-13,9.97125675387772e-12,18.6485402338316,"202494_at"
-1.32091137212799,7.93641861685744,-7.85321548961396,5.98780418422866e-13,1.00262156161031e-11,18.6420137166574,"222284_at"
1.80259493822924,7.52623570135276,7.85096268875195,6.06551919745665e-13,1.01346910065361e-11,18.6292972448551,"223234_at"
-1.58792960649737,7.99212660978148,-7.85094428663428,6.06615811451747e-13,1.01346910065361e-11,18.629193376217,"235613_at"
1.54849757286662,7.70310030468262,7.85070016439529,6.07464029297818e-13,1.01375226163041e-11,18.6278154662753,"219366_at"
-2.00660856685296,9.66181341519251,-7.84815425300257,6.16380301550812e-13,1.02748394910301e-11,18.6134465721519,"242110_at"
1.58043928027258,7.7647215925078,7.84688551056208,6.20871978216905e-13,1.03381759940331e-11,18.6062866582678,"230257_s_at"
-2.83600334271334,9.58429442788762,-7.84572645202845,6.2500368829282e-13,1.03953842854583e-11,18.5997461638591,"213158_at"
1.90231715829983,6.61711087304891,7.84270125171121,6.35916461962929e-13,1.05651260020893e-11,18.5826771227574,"1552264_a_at"
1.22763489165604,8.68805340270552,7.83945554485432,6.47834679007117e-13,1.07511764062781e-11,18.564367097551,"226257_x_at"
1.77541376754257,7.3640617962539,7.83902604572411,6.49428289905647e-13,1.07656614184581e-11,18.5619444081036,"213379_at"
-2.11178414262837,9.86617969011446,-7.83467178587447,6.65805238540113e-13,1.10249080297507e-11,18.5373864514818,"227432_s_at"
1.667401310586,7.14838195525494,7.83283847389441,6.7282238466778e-13,1.11287653791783e-11,18.5270483752658,"226087_at"
-1.55506624048109,7.74099218834547,-7.83205172850498,6.75856140619602e-13,1.11665788897062e-11,18.5226122278113,"238994_at"
-1.6251847359545,8.38667576441207,-7.83075719192322,6.80877509542195e-13,1.12371121353837e-11,18.5153132676798,"242903_at"
1.81462658806419,8.39812463371488,7.82951840739103,6.85717229503453e-13,1.13044950771121e-11,18.5083291448226,"203492_x_at"
-1.86651299336536,10.3896892068678,-7.82764461017633,6.93102684942808e-13,1.14136512704584e-11,18.4977658084763,"201416_at"
-1.77548533584992,10.3386734990635,-7.82480904782389,7.04429017720651e-13,1.15873918597749e-11,18.4817827155234,"222670_s_at"
1.94979439484263,6.77326515879292,7.82421203982373,7.06836968769448e-13,1.16142100831028e-11,18.4784179076104,"236235_at"
-2.49847436650652,8.87998861727367,-7.82359051689794,7.0935246271913e-13,1.16427344870032e-11,18.4749150495454,"243030_at"
1.557876947119,7.18005828865765,7.82146474907544,7.18023336840427e-13,1.17721147739282e-11,18.4629352935167,"220949_s_at"
1.42221557860248,7.53471431467222,7.81881109988636,7.28994912557848e-13,1.19388903661886e-11,18.4479826567468,"212434_at"
1.23825844657973,7.56205873569199,7.81589265109606,7.41253181233784e-13,1.21263499615639e-11,18.4315404986235,"228031_at"
-1.49343617395496,8.91061889510926,-7.81569970734521,7.42070756600067e-13,1.21264429109175e-11,18.4304535732566,"230229_at"
-3.06423707729516,9.52082508782518,-7.81426844449767,7.48163517947259e-13,1.22126451410495e-11,18.4223910924047,"202454_s_at"
-1.82670672134523,8.11855863038502,-7.81165291738711,7.5942591437863e-13,1.23829535558507e-11,18.4076591710469,"243054_at"
-2.25009120783083,8.06302695587929,-7.80884510290716,7.7170329556035e-13,1.25694224890833e-11,18.3918465932636,"232744_x_at"
1.55202675587476,7.46994604557752,7.80776634901751,7.76472343814446e-13,1.26333234501226e-11,18.3857721094999,"223478_at"
1.39026587904043,6.65042037086368,7.80441857784538,7.91459167693782e-13,1.28631492150972e-11,18.3669230845721,"217818_s_at"
-2.85913385080237,9.13846166888658,-7.79298261858927,8.4484848152608e-13,1.37159314348625e-11,18.3025616909372,"243271_at"
-2.36579648475341,9.18026290364204,-7.79142216094192,8.52404932826247e-13,1.38235831451605e-11,18.2937826715289,"225656_at"
-3.78238572565937,7.73750776149844,-7.79025073206113,8.58121493675093e-13,1.38861350265777e-11,18.2871928066399,"215049_x_at"
1.11355416718959,8.7951303635796,7.78676113380606,8.75376761469188e-13,1.41500295555236e-11,18.2675646769783,"218339_at"
1.801390207504,7.33668394027055,7.78553502490064,8.81520839782473e-13,1.42339408248551e-11,18.2606690346749,"203040_s_at"
-1.87337851550806,7.74371605972945,-7.78438407835934,8.87327143965477e-13,1.43122227022337e-11,18.254196540467,"240908_at"
1.71985793215021,6.42369041103018,7.77917492652705,9.14083706988463e-13,1.47278902347138e-11,18.2249074798909,"218314_s_at"
1.55880131182796,7.05677741956296,7.7726703373023,9.48618833571009e-13,1.52514218495335e-11,18.1883468013001,"203565_s_at"
-2.89155132952577,8.33762832695109,-7.76936187723636,9.66677392352141e-13,1.55250468087866e-11,18.1697559461423,"1559949_at"
1.7742537565611,8.7570402578564,7.76903720517891,9.68467793879597e-13,1.5537094489136e-11,18.1679317414598,"224247_s_at"
1.14145621140962,8.99991541644121,7.76823674890172,9.72895949302759e-13,1.55913883034185e-11,18.163434436051,"203738_at"
1.98320193630094,6.86369170863684,7.76561464213199,9.87542486728599e-13,1.58091474617131e-11,18.1487037532628,"225580_at"
1.3406657532111,11.3088672595213,7.76420845448738,9.95486920006368e-13,1.59192640655408e-11,18.1408048642182,"204744_s_at"
3.06238125432232,7.13470758938606,7.76332096702856,1.0005334458483e-12,1.59828529916472e-11,18.1358199624464,"213506_at"
1.60942703859855,10.2358393298647,7.76200022147582,1.00809056712893e-12,1.60863682805959e-11,18.1284019727434,"208910_s_at"
1.41958604163807,7.63460918147763,7.76131961316459,1.01200696193085e-12,1.6131628584204e-11,18.1245795426098,"200054_at"
-1.38018881429552,10.2933611057232,-7.76047411866739,1.01689315172087e-12,1.61922346632228e-11,18.1198312857359,"221816_s_at"
-2.2491393265026,7.44331664079084,-7.75037218182856,1.07711238964917e-12,1.71328547942492e-11,18.0631170096116,"230292_at"
2.26933737297774,6.71203539895942,7.74939551259882,1.08311845706594e-12,1.72100609305711e-11,18.0576355308249,"209279_s_at"
1.42228432921528,6.51862131987513,7.74555411163975,1.10706486085477e-12,1.75718605331848e-11,18.0360789456618,"221490_at"
-1.408050807236,9.30140426888658,-7.74330798453878,1.12130889279008e-12,1.77790548011812e-11,18.0234766724139,"222024_s_at"
-1.85513958051443,10.9363023787721,-7.74204987001018,1.12936651250345e-12,1.78878242107651e-11,18.0164185190237,"218559_s_at"
-1.16964906266954,7.22248476253902,-7.74097376291868,1.13630395173283e-12,1.79786396430949e-11,18.0103818506718,"239969_at"
1.0660820484688,7.23199835775234,7.73512083766535,1.17478228837946e-12,1.85677759356991e-11,17.977555064872,"209192_x_at"
2.15266395061607,6.71068518501561,7.72942357314203,1.21347611943248e-12,1.91590690484605e-11,17.9456119359185,"225614_at"
1.16637809817956,7.74045496045786,7.72321463569985,1.25708348230878e-12,1.98056950335063e-11,17.9108119335009,"233982_x_at"
-1.20158215733569,7.41108052008325,-7.72255972977095,1.26177262466238e-12,1.98586258397864e-11,17.9071420283922,"244648_at"
-1.21216499369219,7.80103675463059,-7.71863413242399,1.29024536029114e-12,2.02853733697985e-11,17.885147019124,"221919_at"
-4.60992171978952,8.98682517090531,-7.70473092058948,1.39630034539444e-12,2.19296971175724e-11,17.8072879553538,"205081_at"
1.84108097297121,8.33257785223725,7.70387991038707,1.40306532674557e-12,2.20127980254956e-11,17.8025242740987,"209853_s_at"
1.60791455109978,6.64933269406868,7.69896086347447,1.44280947578006e-12,2.26125942604942e-11,17.7749936572732,"1555803_a_at"
1.49610063573226,8.52946009219563,7.69428163735492,1.48164998529083e-12,2.31656408223287e-11,17.7488125804902,"215416_s_at"
1.94345701094879,6.79169064994797,7.6938303472622,1.48545028338113e-12,2.31656408223287e-11,17.7462879126765,"217094_s_at"
