"Gene","Mean","Variance","CV"
"227418_at",7.77054657585848,1.30411990115661,0.146962724045681
"227421_at",6.43189784058273,1.51275545327514,0.19122524490435
"227422_at",6.62002240561915,0.490508878721752,0.105794716024444
"227426_at",9.11213556108221,0.33341817239557,0.0633686508972164
"227429_at",6.64881845744017,3.05577288085165,0.262915421814635
"227431_at",6.71155422497399,1.02200473466061,0.150627181768889
"227432_s_at",9.86617969011446,1.29940379179146,0.115537520734798
"227433_at",7.91124981831426,0.338069354596637,0.0734950015749602
"227435_at",7.87119132216441,0.508118984802432,0.0905612153278065
"227436_at",7.88755296233091,0.433644712425685,0.0834881310688216
"227442_at",9.13521549490114,0.355394187868197,0.0652583913381394
"227446_s_at",8.01213338626431,0.953241036405438,0.121857761019151
"227447_at",8.48175404120708,0.309879476097813,0.0656312585105936
"227451_s_at",7.51670789365245,1.21652869820694,0.146734928836681
"227454_at",8.73976673340271,1.53882832248412,0.141936876610897
"227455_at",6.51053435109261,0.990622083812687,0.15287531609824
"227456_s_at",7.26091965577523,0.630136479716542,0.109326559228966
"227462_at",6.62212772661394,4.12604072029486,0.306739144348279
"227465_at",8.91577358397503,0.296998560243092,0.0611248970904761
"227466_at",8.86693166326743,0.348451093722121,0.0665729120832033
"227470_at",6.70875243704474,0.258515104359203,0.075788130693807
"227471_at",7.21663543288241,0.847500282421272,0.127566065090608
"227473_at",9.89312203725286,1.26115880668042,0.113514547450164
"227476_at",7.13660418189386,0.901224662124901,0.133022444294794
"227477_at",7.0635675950052,0.696158222590185,0.118121750146865
"227478_at",6.82770768187305,3.41515590093374,0.270663907787585
"227480_at",6.93402846014568,3.6526372549073,0.275624394241331
"227484_at",7.40067614797086,1.17663218698902,0.146571307565931
"227489_at",8.04160345390219,0.669643277327928,0.101760469763672
"227492_at",9.64217003475546,1.42042553784291,0.123604547816833
"227493_s_at",8.41088415691988,0.29159674669919,0.06420216681165
"227501_at",8.04768537939646,1.43082730530628,0.148635524579815
"227508_at",7.04570058251821,0.541234502226302,0.104416361023392
"227510_x_at",8.89844786659729,2.99909498316589,0.194617034112975
"227511_at",6.96246304745057,0.684508308923495,0.118830098983414
"227512_at",6.83359605182102,2.40006159247652,0.226705413298304
"227514_at",8.63877734151925,1.32214234517868,0.133102688254574
"227516_at",6.99104677835588,0.310547097702077,0.079711600510301
"227517_s_at",10.4035886187305,0.758819599868033,0.0837309655011575
"227518_at",7.70907412341311,0.468453055876341,0.08878320460322
"227520_at",8.52441961061394,0.47542145090196,0.0808862249783101
"227521_at",6.74874850718002,0.423040956241603,0.0963757926943256
"227522_at",8.28425591904266,6.16260987527316,0.299660038528092
"227523_s_at",9.03963479521332,0.54371260425393,0.0815706297616691
"227525_at",8.58633422018731,1.18254984702232,0.126649050701243
"227527_at",8.2269197937565,0.425424856745686,0.0792819215121135
"227531_at",9.09727462559833,0.298791311877544,0.0600859147538929
"227533_at",8.27663072591051,2.61843321308172,0.19550918782501
"227534_at",7.85212801810614,0.60264377676334,0.0988650901071881
"227536_at",8.19131347741935,0.372645730148498,0.0745237204734641
"227538_at",8.57829526097815,0.233343421526304,0.0563114603779083
"227539_at",8.25453215213319,0.486519089499772,0.0845001498602811
"227542_at",8.87242133652445,0.644821478473483,0.0905060455780537
"227545_at",6.7143509937565,1.3937350712321,0.175827205594082
"227547_at",7.38274329219563,1.0728213972339,0.14029621216529
"227548_at",7.04517637190427,1.04728965868976,0.145258494164973
"227551_at",8.46125444807492,0.484712068601915,0.0822824398846318
"227556_at",9.93844351238293,3.08918460888754,0.176849386499378
"227558_at",10.661589098231,0.630827631607761,0.0744960787546735
"227560_at",7.40632579084287,1.33184281424538,0.155820170054153
"227561_at",8.79447804432882,1.76375607115368,0.151011211529734
"227564_at",6.87672337315297,0.648562738473331,0.117110124414122
"227565_at",7.83548143288241,1.27478267828779,0.144096154519972
"227566_at",7.13762853111342,3.31237926524567,0.254985853592201
"227567_at",10.0392025920916,0.689748779312669,0.0827268050249006
"227568_at",7.7507786528616,1.18909915796929,0.140690152804345
"227569_at",9.50103228470343,0.635323002725784,0.0838931489558085
"227572_at",7.11594526930281,0.587879681374098,0.107748597499921
"227576_at",10.067329069719,1.43380845441575,0.118940922858162
"227577_at",8.39635831092612,0.252120106209149,0.0598015963258869
"227579_at",6.45868091592092,0.738968010784024,0.133097221719559
"227580_s_at",6.60655290010406,0.838339642035069,0.138591017926893
"227581_at",6.56781820853278,0.433530258406917,0.1002509701152
"227584_at",6.84526906951093,0.740756234886957,0.125732379300589
"227586_at",7.73259668616025,0.630083152691434,0.102653455893252
